Company_name,City,Country,Business,Products,Tags,Fax,Telephone,Email,Web_Site,WhatsApp,Mobile,Linkedin
GAVEGLIO BRUNO Az. Agr.,Scarnafigi, Italy,['Exporter - Exporter'],"[{'Apples': {'Convention.': False, 'Integrated': True, 'Organic': True, 'Biodynamic': False, 'Hydroponic': False}}, {'Pears': {'Convention.': False, 'Integrated': True, 'Organic': True, 'Biodynamic': False, 'Hydroponic': False}}, {'Kiwi': {'Convention.': False, 'Integrated': True, 'Organic': True, 'Biodynamic': False, 'Hydroponic': False}}, {'Nectarines': {'Convention.': False, 'Integrated': True, 'Organic': True, 'Biodynamic': False, 'Hydroponic': False}}, {'Plums': {'Convention.': False, 'Integrated': True, 'Organic': True, 'Biodynamic': False, 'Hydroponic': False}}]","['Integrated farming', 'Organic farming', 'Kiwi', 'Apples', 'Nectarines', 'Pears', 'Plums']",-,-,-,-,-,+393389033638,-
GEMMA S.r.l.,Piacenza, Italy,"['Exporter - Exporter', 'Producer - Producer and trader', 'Wholesaler - Producer and trader']","[{'5th range': {'Convention.': True, 'Integrated': True, 'Organic': True, 'Biodynamic': False, 'Hydroponic': False}}]","['Integrated farming', 'Organic farming', 'Conventional farming', '5th range']",+390523713752,+390523454415,info@gemma.pc.it,www.gemma.pc.it,-,+393355865300,-
GENAGRICOLA CENTRO FRUTTA Az. Agr. SPAZZATE,Conselice, Italy,['Exporter - Exporter'],"[{'Apples': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Pears': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Peaches': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Nectarines': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Plums': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Peaches', 'Conventional farming', 'Apples', 'Nectarines', 'Pears', 'Plums']",-,-,cfruttaspazzate@libero.it,-,-,-,-
GENERALFRUIT BASILICATA O.P. Soc. Coop. Agr.,Scanzano Jonico, Italy,['Exporter - Exporter'],"[{'Apricots': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Strawberries': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Peaches': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Citrus fruits': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Peaches', 'Citrus fruits', 'Apricots', 'Conventional farming', 'Strawberries']",+390835953125,+390835954620,assofruititalia@assofruit.com,-,-,-,-
GENERALFRUTTA S.r.l.,Verona, Italy,"['Exporter - Exporter', 'Wholesaler - Wholesale']",[],[],+390458622708,+390458622700,michele@generalfrutta.it,www.generalfrutta.it,-,-,-
GHEDINFRUTTA S.a.s. di GHEDIN P. & C.,Latina, Italy,['Exporter - Exporter'],[],[],+390773260927,+39077326091,-,-,-,-,-
GHETTI S.r.l. Unipersonale,Castel Guelfo di Bologna, Italy,['Exporter - Exporter'],"[{'Fresh fruits': {'Convention.': True, 'Integrated': True, 'Organic': True, 'Biodynamic': False, 'Hydroponic': False}}, {'Apples': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Vegetables': {'Convention.': True, 'Integrated': True, 'Organic': True, 'Biodynamic': False, 'Hydroponic': False}}, {'Mushrooms': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Integrated farming', 'Organic farming', 'Conventional farming', 'Fresh fruits', 'Mushrooms', 'Champignons', 'Pulses', 'Apples', 'Vegetables', 'Vegetables']",+390542670627,+390542670275,filippo.novielli@ghettisrl.it,www.ghettisrl.it,-,+393482809575,-
GIACOMANIELLO F.LLI S.r.l.,Sant'Egidio del Monte Albino, Italy,['Exporter - Exporter'],[],[],+390815153865,+39081916710,fratelli@giacomaniello.it,giacomaniello.it,-,-,-
GIACOMANIELLO F.LLI S.r.l.,Eboli, Italy,['Exporter - Exporter'],"[{'Artichokes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Fennels': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Cauliflowers': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Lettuce': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Artichokes', 'Cauliflowers', 'Conventional farming', 'Fennels', 'Lettuce']",-,-,fratelli@giacomaniello.it,www.giacomaniello.it,-,-,-
GIANNANTONI FRANCESCO,Gioia dei Marsi, Italy,['Exporter - Exporter'],[],[],+39086388415,+390863889189,-,www.giannantonifrancesco.com,-,-,-
GIERRE S.r.l.,Bologna, Italy,['Exporter - Exporter'],[],[],+390516069608,+390516069611,-,-,-,-,-
GIULIANI VITO & FIGLIE Az. Agr. S.r.l.,Polignano a Mare, Italy,['Exporter - Exporter'],"[{'Grapes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Dill': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Potatoes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Parsley': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Salads': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Dill', 'Conventional farming', 'Salads', 'Potatoes', 'Parsley', 'Grapes']",+390804243644,+390804240336,giulianivito.srl@libero.it,-,-,+393351244847,-
GLOBO S.p.A.,Sora, Italy,['Exporter - Exporter'],"[{'Fresh fruits': {'Convention.': True, 'Integrated': False, 'Organic': True, 'Biodynamic': False, 'Hydroponic': False}}, {'Vegetables': {'Convention.': True, 'Integrated': False, 'Organic': True, 'Biodynamic': False, 'Hydroponic': False}}, {'4th range (cutted)': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Organic farming', 'Conventional farming', 'Fresh fruits', '4th range (cutted)', 'Pulses', 'Vegetables', 'Vegetables']",+390776850254,+390776850091,info@globofrutta.it,www.globofrutta.it,-,-,-
GOBBI DINO S.r.l.,Gambettola, Italy,['Exporter - Exporter'],"[{'Apricots': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Pears': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Strawberries': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Kiwi': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Peaches': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Peaches', 'Apricots', 'Conventional farming', 'Strawberries', 'Kiwi', 'Pears']",+39054758162,+39054753126,-,-,-,-,-
GRADIZZI GIACOMO & FERRUCCIO S.r.l.,Soave, Italy,['Exporter - Exporter'],"[{'Apricots': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Pears': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Cherries': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Plums': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Apricots', 'Cherries', 'Conventional farming', 'Pears', 'Plums']",-,-,info@gradizzifrutta.com,-,-,-,-
GRASSO GIOVANNI S.r.l.,Fiumefreddo di Sicilia, Italy,['Exporter - Exporter'],"[{'Grapes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Citrus fruits': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Tomatoes': {'Convention.': False, 'Integrated': True, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Citrus fruits', 'Integrated farming', 'Conventional farming', 'Tomatoes', 'Grapes']",-,+390957765252,zagaras@tiscali.it,www.zagara.com,-,+39336881721,-
GRASSO GIOVANNI S.r.l.,Acireale, Italy,['Exporter - Exporter'],[],[],+390957640021,+390957649949,zagaras@tiscali.it,-,-,-,-
GRAVAGNA VINCENZO Az. Agr.,Sampieri, Italy,['Exporter - Exporter'],"[{'Fresh fruits': {'Convention.': False, 'Integrated': False, 'Organic': True, 'Biodynamic': False, 'Hydroponic': False}}, {'Vegetables': {'Convention.': False, 'Integrated': False, 'Organic': True, 'Biodynamic': False, 'Hydroponic': False}}]","['Organic farming', 'Fresh fruits', 'Pulses', 'Vegetables', 'Vegetables']",+390932836492,+390932836483,marco@gravagna.it,www.gravagna.it,-,-,-
GREEN FRUIT S.r.l.,Trebaseleghe, Italy,['Exporter - Exporter'],"[{'Cherries': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Fennels': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Peppers': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Leeks': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Red Chicory': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Rocket': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Chicory Sugarloaf': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Tomatoes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['French endive', 'Chicory Sugarloaf', 'Cherries', 'Conventional farming', 'Fennels', 'Peppers', 'Tomatoes', 'Leeks', 'Red Chicory', 'Rocket']",+390499387012,+390499385078,info@greenfruit.it,www.greenfruit.it,-,+393483005900,-
GREEN LEAVES S.r.l. SOC. AGR.,Stornarella, Italy,"['Exporter - Exporter', 'Producer - Producer and trader', 'Wholesaler - Producer and trader']","[{'Savoy cabbage': {'Convention.': True, 'Integrated': False, 'Organic': True, 'Biodynamic': False, 'Hydroponic': False}}, {'Broccoli': {'Convention.': True, 'Integrated': False, 'Organic': True, 'Biodynamic': False, 'Hydroponic': False}}, {'Spinach': {'Convention.': True, 'Integrated': False, 'Organic': True, 'Biodynamic': False, 'Hydroponic': False}}, {'Cauliflowers': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Summer cabbage': {'Convention.': True, 'Integrated': False, 'Organic': True, 'Biodynamic': False, 'Hydroponic': False}}, {'White cabbage': {'Convention.': True, 'Integrated': False, 'Organic': True, 'Biodynamic': False, 'Hydroponic': False}}, {'Parsley': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Red cabbage': {'Convention.': True, 'Integrated': False, 'Organic': True, 'Biodynamic': False, 'Hydroponic': False}}, {'Coriander': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Broccoli', 'Cauliflowers', 'White cabbage', 'Summer cabbage', 'Red cabbage', 'Savoy cabbage', 'Organic farming', 'Conventional farming', 'Coriander', 'Parsley', 'Spinach']",+390885435224,+390885434515,green.leavessrl@yahoo.it,-,-,+393804351247,-
GREGORINI ALESSANDRO & C. S.r.l.,Senigallia, Italy,"['Exporter - Exporter', 'Importer - Importer', 'Wholesaler - Wholesale']","[{'Apples': {'Convention.': True, 'Integrated': True, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Avocado': {'Convention.': True, 'Integrated': True, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Pears': {'Convention.': True, 'Integrated': True, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Kiwi': {'Convention.': True, 'Integrated': True, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Mandarins': {'Convention.': True, 'Integrated': True, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Oranges': {'Convention.': True, 'Integrated': True, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Peaches': {'Convention.': True, 'Integrated': True, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Nectarines': {'Convention.': True, 'Integrated': True, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Plums': {'Convention.': True, 'Integrated': True, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Grapefruits': {'Convention.': True, 'Integrated': True, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Grapes': {'Convention.': True, 'Integrated': True, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Lemons': {'Convention.': True, 'Integrated': True, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Prunes dehydrated': {'Convention.': True, 'Integrated': True, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Broccoli': {'Convention.': True, 'Integrated': True, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Cauliflowers': {'Convention.': True, 'Integrated': True, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Dried pulses': {'Convention.': True, 'Integrated': True, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Peaches', 'Oranges', 'Avocado', 'Broccoli', 'Cauliflowers', 'Citrons', 'Integrated farming', 'Conventional farming', 'Kiwi', 'Dried pulses', 'Lemons', 'Mandarins', 'Apples', 'Nectarines', 'Pears', 'Grapefruits', 'Plums', 'Prunes dehydrated', 'Grapes']",+390717923607,+390717923594,amministrazione@dittagregorini.it,www.dittagregorini.it,-,+393351553452,-
GRILLI CLARICE S.n.c.,Savignano sul Rubicone, Italy,['Exporter - Exporter'],"[{'Green beans': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Conventional farming', 'Green beans']",+390541810199,+390541934244,info@grilliclarice.it,www.grilliclarice.it,-,-,-
GROSSATO A.,Rosolina, Italy,"['Exporter - Exporter', 'Fruit and Vegetable Processing - Fruit processing industry', 'Wholesaler - Wholesale']","[{'Carrots': {'Convention.': True, 'Integrated': True, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Red Chicory': {'Convention.': True, 'Integrated': True, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Carrots', 'French endive', 'Integrated farming', 'Conventional farming', 'Red Chicory']",+390426343000,+390426664380,agrossato@tiscali.it,-,-,-,-
GRUPPO BONOMO S.p.A.,Santa Maria di Licodia, Italy,['Exporter - Exporter'],"[{'Citrus fruits': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Citrus fruits', 'Conventional farming']",+390957972700,+390957987400,amministrazione@gruppobonomo.it,www.3moretti.com,-,+393486092290,-
GUERCIO ANGELO S.r.l.,Trieste, Italy,['Exporter - Exporter'],"[{'Citrus fruits': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Dry Fruit': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Vegetables': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Dried pulses': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Citrus fruits', 'Conventional farming', 'Dry Fruit', 'Pulses', 'Dried pulses', 'Vegetables', 'Vegetables']",+39040305919,+39040305064,renatoguercio@angeloguercio.it,www.angeloguercio.it,-,+39335212272,-
GUZZETTI GIANPAOLO E STEFANO s.s.a.,Baranzate di Bollate, Italy,['Exporter - Exporter'],"[{'Fresh fruits': {'Convention.': False, 'Integrated': True, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Vegetables': {'Convention.': False, 'Integrated': True, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Spinach': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Catalogna': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Beet': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Celeries': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Asparagus': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Asparagus', 'Beet', 'Catalogna', 'Integrated farming', 'Conventional farming', 'Fresh fruits', 'Pulses', 'Vegetables', 'Celeries', 'Spinach', 'Vegetables']",+39023560862,+39023560532,-,-,-,-,-
GUZZETTI GIANPAOLO E STEFANO s.s.a.,Borgo Incoronata, Italy,['Exporter - Exporter'],"[{'Savoy cabbage': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Spinach': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Catalogna': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Turnip tops': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Fennels': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Beet': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Parsley': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Rocket': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Celeries': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Asparagus': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Asparagus', 'Beet', 'Catalogna', 'Savoy cabbage', 'Turnip tops', 'Conventional farming', 'Fennels', 'Parsley', 'Rocket', 'Celeries', 'Spinach']",+390881810381,+390881810052,az.guzzetti@gmail.com,-,-,+39337823571,-
